id,cant_victimas,fecha,anio,mes,dia,hora,hora_int,dir,tipo_calle,calle,alt,cruce,dir_normalizada,comuna,point,longitud,latitude,victima,acusado
2021-0044,1,2021-05-25,2021,5,25,02:00:00,2,"Peron, Eva Av. Y Acosta, Mariano",Avenida,"PERON, EVA AV.",0,"Acosta, Mariano","Peron, Eva Av. Y Acosta, Mariano",9,Point (99649.49576145 98143.82203448),-58.46712311,-34.64600222,Moto,Objeto Fijo
2021-0045,1,2021-05-26,2021,5,26,17:24:00,17,Au Frondizi Y Suarez Av.,Autopista,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,0,Nan,Autopista 1 Sur Presidente Arturo Frondizi Y Suarez Av.,4,Point (107903.91828587 98767.43091425),-58.37709334,-34.64035082,Moto,Multiple
2021-0046,1,2021-05-31,2021,5,31,02:00:00,2,El Cano Av. Y Guzman Av.,Avenida,ELCANO AV.,0,Guzman Av.,Elcano Av. Y Guzman Av.,15,Point (100272.31336486 104833.49710745),-58.46033141,-34.58569883,Auto,Objeto Fijo
2021-0047,1,2021-06-02,2021,6,2,16:00:00,16,"Vedia, Agustin De Y Rabanal, Francisco, Intendente Av.",Avenida,"VEDIA, AGUSTIN DE",0,"Rabanal, Francisco, Intendente Av.","Vedia, Agustin De Y Rabanal, Francisco, Intendente Av.",4,Point (103794.38334006 96997.15780313),-58.42190745,-34.65633192,Moto,Auto
2021-0048,1,2021-06-03,2021,6,3,09:58:00,9,Capdevilla Y Congreso Av.,Avenida,CAPDEVILA,0,Congreso Av.,Capdevila Y Congreso Av.,12,Point (97525.48112402 106595.29222041),-58.49026573,-34.56981410,Bicicleta,Auto
2021-0049,1,2021-06-03,2021,6,3,20:30:00,20,"Fernandez De La Cruz, F., Gral. Av. 4000",Avenida,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",4000,Nan,"Fernandez De La Cruz, F., Gral. Av. 4000",8,Point (100842.91519469 95589.55734164),-58.45410344,-34.66902702,Auto,Auto
2021-0050,1,2021-06-10,2021,6,10,13:30:00,13,Del Libertador Av. 5958,Avenida,DEL LIBERTADOR AV.,5958,Nan,Del Libertador Av. 5958,13,Point (101448.53024105 107994.96785043),-58.44751621,-34.55719892,Moto,Pasajeros
2021-0051,1,2021-06-15,2021,6,15,19:20:00,19,27 De Febrero Av. Y Erezcano Av.,Avenida,27 DE FEBRERO AV.,0,Erezcano Av.,27 De Febrero Av. Y Erezcano Av.,4,Point (103932.07299582 96584.44861459),-58.42040352,-34.66005171,Peaton,Cargas
2021-0052,1,2021-06-20,2021,6,20,05:40:00,5,"Paz, Gral. Av. 14723",Avenida,"PAZ, GRAL. AV.",14723,Nan,"Paz, Gral. Av. 14723",8,Point (97067.24775528 94359.84584291),-58.49530249,-34.68010798,Moto,Objeto Fijo
2021-0053,1,2021-06-20,2021,6,20,12:00:00,12,Corrientes Av. 5783,Avenida,CORRIENTES AV.,5783,Nan,Corrientes Av. 5783,15,Point (101770.58108820 103826.64826158),-58.44399875,-34.59477360,Peaton,Bicicleta
2021-0054,1,2021-06-22,2021,6,22,14:44:00,14,Tabare Y Erezcano,Calle,TABARE,0,Erezcano,Tabare Y Erezcano,4,Point (103272.79484249 97185.20508662),-58.42759813,-34.65463857,Moto,Cargas
2021-0055,1,2021-06-29,2021,6,29,12:20:00,12,Corrientes Av. Y Pueyrredor Av.,Avenida,CORRIENTES AV.,0,Pueyrredon Av.,Corrientes Av. Y Pueyrredon Av.,3,Point (105304.23090859 102739.35602688),-58.40547222,-34.60456293,Moto,Cargas
2021-0056,1,2021-07-09,2021,7,9,23:25:00,23,"Corrales Y Moreno, Perito Av.",Avenida,CORRALES,0,"Moreno, Perito Av.","Corrales Y Moreno, Perito Av.",4,Point (103535.89012020 97690.49979847),-58.42473018,-34.65008280,Bicicleta,Auto
2021-0057,1,2021-07-10,2021,7,10,23:30:00,23,"Au Illia Km 3.2, Altura Cabinas De Peaje",Autopista,AUTOPISTA ARTURO ILLIA,0,Nan,Autopista  Arturo Illia (Cabina De Peaje),2,Point (106489.89755339 105947.16700228),-58.39257023,-34.57563957,Auto,Objeto Fijo
2021-0058,1,2021-07-21,2021,7,21,00:40:00,0,Av. Gral. Paz Y Vedia,Avenida,"PAZ, GRAL. AV.",0,Vedia,"Paz, Gral. Av. Y Vedia",12,Point (97603.26759351 109241.33811464),-58.48941042,-34.54596153,Peaton,Auto
2021-0059,1,2021-07-22,2021,7,22,01:20:00,1,"Garay, Juan De Av. 2269",Avenida,"GARAY, JUAN DE AV.",2269,Nan,"Garay, Juan De Av. 2269",3,Point (106134.00626590 100157.65420238),-58.39640740,-34.62783085,Auto,Objeto Fijo
2021-0060,1,2021-07-22,2021,7,22,12:30:00,12,"Salguero, Jeronimo Y Rivadavia Av.",Avenida,"SALGUERO, JERONIMO",0,Rivadavia Av.,"Salguero, Jeronimo Y Rivadavia Av.",5,Point (103997.04813615 102012.34139150),-58.41971993,-34.61112240,Peaton,Pasajeros
2021-0061,1,2021-07-24,2021,7,24,09:15:00,9,"Moreno, Perito Av. Y Alcorta, Amancio Av.",Avenida,"MORENO, PERITO AV.",0,"Alcorta, Amancio Av.","Moreno, Perito Av. Y Alcorta, Amancio Av.",4,Point (105303.77662691 97684.64886839),-58.40544588,-34.65012801,Peaton,Cargas
2021-0062,1,2021-07-27,2021,7,27,07:16:00,7,La Plata Av. 2723,Avenida,LA PLATA AV.,2723,Nan,La Plata Av. 2723,4,Point (103966.14093695 98092.26779856),-58.42003882,-34.64645957,Auto,Cargas
2021-0063,1,2021-08-02,2021,8,2,04:40:00,4,"Alberdi, Juan Bautista Av. 2906",Avenida,"ALBERDI, JUAN BAUTISTA AV.",2906,Nan,"Alberdi, Juan Bautista Av. 2906",7,Point (99521.99764944 99532.20302798),-58.46851293,-34.63348678,Auto,Auto
2021-0064,1,2021-08-02,2021,8,2,20:00:00,20,"Paz, Gral. Av. Y Tonelero",Avenida,"PAZ, GRAL. AV.",0,Tonelero,"Paz, Gral. Av. Y Tonelero",9,Point (93948.70282497 97229.16264548),-58.52931141,-34.65422917,Peaton,Cargas
2021-0065,1,2021-08-06,2021,8,6,08:30:00,8,Av. San Juan Y Av. La Plata,Avenida,SAN JUAN AV.,0,La Plata Av.,San Juan Av. Y La Plata Av.,6,Point (103350.94520286 100251.53397151),-58.42675754,-34.62699730,Peaton,Pasajeros
2021-0066,1,2021-08-06,2021,8,6,20:00:00,20,Av. Lope De Vega Y Av. Gral. Paz,Avenida,LOPE DE VEGA AV.,0,"Paz, Gral. Av.","Lope De Vega Av. Y Paz, Gral. Av.",11,Point (93943.16495967 102026.75338495),-58.52933723,-34.61098186,Peaton,Pasajeros
2021-0067,1,2021-08-08,2021,8,8,09:29:00,9,"Au Frondizi Km 2,9 (Altura Brasil)",Autopista,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,0,Nan,Autopista 1 Sur Presidente Arturo Frondizi Y Brasil,1,Point (107720.23994349 100176.85080944),-58.37910943,-34.62764718,Moto,Objeto Fijo
2021-0068,1,2021-08-15,2021,8,15,06:10:00,6,"Beiro, Francisco Av. 5071",Avenida,"BEIRO, FRANCISCO AV.",5071,Nan,"Beiro, Francisco Av. 5071",11,Point (94651.77324467 101953.65862250),-58.52161176,-34.61164474,Moto,Objeto Fijo
2021-0069,1,2021-08-20,2021,8,20,17:15:00,17,Av. Santa Fe 3428,Avenida,SANTA FE AV.,3428,Nan,Santa Fe Av. 3428,14,Point (104564.52859898 104690.63252497),-58.41354692,-34.58697680,Peaton,Auto
2021-0070,1,2021-08-28,2021,8,28,08:30:00,8,"Chilavert, Martiniano, Coronel Y Varela Av.",Avenida,"CHILAVERT, MARTINIANO, CORONEL",0,Varela Av.,"Chilavert, Martiniano, Coronel Y Varela Av.",8,Point (102171.86474787 97177.81588434),-58.43960781,-34.65470804,Moto,Cargas
2021-0071,1,2021-08-31,2021,8,31,16:00:00,16,San Luis 2730,Calle,SAN LUIS,2730,Nan,San Luis 2730,3,Point (105389.46943359 103241.39184079),-58.40454610,-34.60003693,Peaton,Moto
2021-0072,1,2021-09-01,2021,9,1,19:10:00,19,Callao Av. Y Paraguay,Avenida,CALLAO AV.,0,Paraguay,Callao Av. Y Paraguay,2,Point (106445.10866138 103387.80115442),-58.39303911,-34.59871111,Peaton,Auto
2021-0073,1,2021-09-18,2021,9,18,12:20:00,12,"Del Libertador Av. Y Agote, Luis Dr.",Avenida,DEL LIBERTADOR AV.,0,"Agote, Luis Dr.","Del Libertador Av. Y Agote, Luis Dr.",2,Point (106366.2976627 105013.87298990),-58.39391034,-34.58405348,Bicicleta,Auto
2021-0074,1,2021-09-20,2021,9,20,15:00:00,15,"Paz, Gral. Av. Y Balbin, Ricardo, Dr. Av.",Avenida,"PAZ, GRAL. AV.",0,"Balbin, Ricardo, Dr. Av.","Paz, Gral. Av. Y Balbin, Ricardo, Dr. Av.",12,Point (96563.66494817 108815.73881056),-58.50073810,-34.54979510,Moto,Multiple
2021-0075,1,2021-09-21,2021,9,21,14:30:00,14,Salta Y Brasil,Calle,SALTA,0,Brasil,Salta Y Brasil,1,Point (107380.60401316 100153.47427104),-58.38281301,-34.62786038,Peaton,Cargas
2021-0076,1,2021-10-16,2021,10,16,06:15:00,6,"Moreno, Perito Av. 2152",Avenida,"MORENO, PERITO AV.",2152,Nan,"Moreno, Perito Av. 2152",7,Point (102153.60977503 97595.73281258),-58.43980799,-34.65094083,Moto,Objeto Fijo
2021-0077,1,2021-10-18,2021,10,18,07:20:00,7,Directorio Av. 1169,Avenida,DIRECTORIO AV.,1169,Nan,Directorio Av. 1169,6,Point (101767.56647933 99993.06655411),-58.44402387,-34.62933109,Moto,Cargas
2021-0078,1,2021-10-23,2021,10,23,06:35:00,6,Independencia Av. Y La Plata Av.,Avenida,INDEPENDENCIA AV.,0,La Plata Av.,Independencia Av. Y La Plata Av.,6,Point (103255.81315650 100797.78656418),-58.42779702,-34.62207347,Moto,Pasajeros
2021-0079,1,2021-10-25,2021,10,25,03:30:00,3,Tucuman 3112,Calle,TUCUMAN,3112,Nan,Tucuman 3112,3,Point (104940.36054625 103137.08602294),-58.40944147,-34.60097942,Peaton,Auto
2021-0080,1,2021-10-28,2021,10,28,16:16:00,16,Arenales Y 9 De Julio Av.,Avenida,ARENALES,0,9 De Julio Av.,Arenales Y 9 De Julio Av.,1,Point (107387.05825032 103876.26437289),-58.38277479,-34.59430160,Moto,Auto
2021-0081,1,2021-11-02,2021,11,2,13:35:00,13,Au Frondizi Subida Brandsen,Autopista,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,0,Nan,Autopista 1 Sur Presidente Arturo Frondizi Y Brandsen,4,Point (107979.30419282 99027.13636949),-58.37627355,-34.63800916,Moto,Cargas
2021-0082,1,2021-11-06,2021,11,6,04:39:00,4,Au 25 De Mayo Km7 (Altura Pasco),Autopista,AUTOPISTA 25 DE MAYO,0,Nan,Autopista 25 De Mayo Y Pasco,3,Point (106179.07517962 100523.29161457),-58.39591856,-34.62453459,Moto,Auto
2021-0083,1,2021-11-09,2021,11,9,00:35:00,0,Cabildo Av. Y Olazabal,Avenida,CABILDO AV.,0,Olazabal,Cabildo Av. Y Olazabal,13,Point (100459.06991201 107666.84775309),-58.45829717,-34.56015762,Moto,Auto
2021-0084,1,2021-11-11,2021,11,11,03:00:00,3,Tapalque Y Bruix Av.,Avenida,TAPALQUE,0,Bruix Av.,Tapalque Y Bruix Av.,9,Point (97421.40293646 98160.56984338),-58.49142611,-34.64584795,Auto,Objeto Fijo
2021-0085,1,2021-11-20,2021,11,20,18:30:00,18,"Paz, Gral. Av. Y Ezeiza",Avenida,"PAZ, GRAL. AV.",0,Ezeiza,"Paz, Gral. Av. Y Ezeiza",12,Point (95465.98721454 105701.33171467),-58.51271409,-34.57786555,Moto,Objeto Fijo
2021-0086,1,2021-11-25,2021,11,25,10:10:00,10,Rivadavia Av. Y Puan,Avenida,RIVADAVIA AV.,0,Puan,Rivadavia Av. Y Puan,6,Point (101343.57441195 100636.86479169),-58.44864864,-34.62352826,Peaton,Pasajeros
2021-0087,1,2021-11-27,2021,11,27,11:22:00,11,Esmeralda 1359,Calle,ESMERALDA,1359,Nan,Esmeralda 1359,1,Point (107829.16426745 104166.84427133),-58.37795815,-34.59167894,Peaton,Bicicleta
2021-0088,1,2021-12-01,2021,12,1,15:40:00,15,Av. Moroe Y 3 De Febrero,Calle,MONROE,0,3 De Febrero,Monroe Y 3 De Febrero,13,Point (100732.60222975 108177.68150062),-58.45531707,-34.55555257,Moto,Auto
2021-0089,1,2021-12-02,2021,12,2,01:10:00,1,Av. Gaona 3655,Avenida,GAONA AV.,3655,Nan,Gaona Av. 3655,11,Point (98804.41713890 100872.30706871),-58.47633683,-34.62140594,Moto,Auto
2021-0090,1,2021-12-10,2021,12,10,11:45:00,11,Av. 9 De Julio Y Lavalle,Avenida,9 DE JULIO AV.,0,Lavalle,9 De Julio Av. Y Lavalle,1,Point (107467.87595573 102960.02837514),-58.38188582,-34.60256036,Peaton,Pasajeros
2021-0091,1,2021-12-11,2021,12,11,23:00:00,23,Baigorria Y Victor Hugo,Calle,BAIGORRIA,0,"Hugo, Victor","Baigorria Y Hugo, Victor",10,Point (94810.03686085 100710.80080255),-58.51989389,-34.62284918,Moto,Auto
2021-0092,1,2021-12-12,2021,12,12,06:20:00,6,Av. Rivadavia Y Av. Pueyrredon,Avenida,RIVADAVIA AV.,0,Pueyrredon Av.,Rivadavia Av. Y Pueyrredon Av.,3,Point (105258.35368554 102122.93231400),-58.40596860,-34.61011987,Peaton,Auto
2021-0093,1,2021-12-13,2021,12,13,17:10:00,17,Av. Riestra Y Mom,Avenida,RIESTRA AV.,0,Mom,Riestra Av. Y Mom,7,Point (102728.60090138 98186.24929177),-58.43353773,-34.64561636,Moto,Auto
2021-0094,1,2021-12-20,2021,12,20,01:10:00,1,Au Dellepiane Y Lacarra,Autopista,"DELLEPIANE, LUIS, TTE. GRAL.",0,Lacarra Av.,"Dellepiane, Luis, Tte. Gral. Y Lacarra Av.",9,Point (99624.29795829 97569.69801131),-58.46739825,-34.65117757,Moto,Auto
2021-0095,1,2021-12-30,2021,12,30,00:43:00,0,Av. Gaona Y Terrada,Avenida,GAONA AV.,0,Terrada,Gaona Av. Y Terrada,11,Point (99116.45492358 101045.23284826),-58.47293407,-34.61984745,Moto,Cargas
2021-0096,1,2021-12-15,2021,12,15,10:30:00,10,Av. Eva Peron 4071,Avenida,"PERON, EVA AV.",4071,Nan,"Peron, Eva Av. 4071",9,Point (99324.54463985 97676.26932409),-58.47066794,-34.65021673,Auto,Cargas
2021-0097,1,2021-11-18,2021,11,18,06:10:00,6,Padre Carlos Mujica 709,Calle,PADRE CARLOS MUJICA,709,Nan,Padre Carlos Mugica 709,1,Point (107664.16647795 104708.63962087),-58.37976155,-34.58679619,Bicicleta,Auto
