id,cant_victimas,fecha,anio,mes,dia,hora,hora_int,dir,tipo_calle,calle,alt,cruce,dir_normalizada,comuna,point,longitud,latitude,victima,acusado
2019-0031,1,2019-04-12,2019,4,12,19:55:00,19,"Cordoba Av. Y Madero, Eduardo Av.",Avenida,CORDOBA AV.,0,"Madero, Eduardo Av.","Cordoba Av. Y Madero, Eduardo Av.",1,Point (108602.89777103 103429.39485413),-58.36951669,-34.59832047,Bicicleta,Cargas
2019-0032,1,2019-04-16,2019,4,16,11:00:00,11,"Camarones Y Alvarez, Donato, Tte. Gral. Av.",Avenida,CAMARONES,0,"Alvarez, Donato, Tte. Gral. Av.","Camarones Y Alvarez, Donato, Tte. Gral. Av.",11,Point (99921.70768730 102754.71427746),-58.46415322,-34.60443790,Peaton,Auto
2019-0033,1,2019-04-18,2019,4,18,01:00:00,1,"Autopista 25 De Mayo Y Huergo, Ing. Av.",Autopista,AUTOPISTA 25 DE MAYO,0,"Huergo, Ing. Av.","Autopista 25 De Mayo Y Huergo, Ing. Av.",1,Point (108916.48040002 100856.88142642),-58.36607137,-34.62150748,Moto,Sd
2019-0034,1,2019-04-21,2019,4,21,09:08:00,9,"Moreno, Perito Av. 3050",Avenida,"MORENO, PERITO AV.",3050,Nan,"Moreno, Perito Av. 3050",7,Point (100726.63402530 97597.06610219),-58.45537373,-34.65093074,Moto,Objeto Fijo
2019-0035,1,2019-04-23,2019,4,23,14:10:00,14,Suipacha 665,Calle,SUIPACHA,665,Nan,Suipacha 665,1,Point (107693.66022765 103185.01912141),-58.37942637,-34.60053054,Peaton,Bicicleta
2019-0036,1,2019-04-26,2019,4,26,22:46:00,22,Riglos Y Formosa,Calle,RIGLOS,0,Formosa,Riglos Y Formosa,6,Point (102429.80070706 100864.42075191),-58.43680440,-34.62147504,Moto,Auto
2019-0037,1,2019-05-01,2019,5,1,23:10:00,23,La Rioja E Independencia Av.,Avenida,LA RIOJA,0,Independencia Av.,La Rioja E Independencia Av.,3,Point (105091.36704114 101058.15092586),-58.40778291,-34.61971907,Moto,Auto
2019-0038,1,2019-05-04,2019,5,4,14:10:00,14,"Udaondo, Guillermo Av. Y Figueroa Alcorta, Pres. Av.",Avenida,"UDAONDO, GUILLERMO AV.",0,"Figueroa Alcorta, Pres. Av.","Udaondo, Guillermo Av. Y Figueroa Alcorta, Pres. Av.",13,Point (101025.65409402 109205.71453455),-58.45212523,-34.54628513,Peaton,Moto
2019-0039,1,2019-05-09,2019,5,9,03:05:00,3,San Pedrito Av. Y Directorio Av.,Avenida,SAN PEDRITO AV.,0,Directorio Av.,San Pedrito Av. Y Directorio Av.,7,Point (99615.63172945 99306.93173343),-58.46749188,-34.63551751,Moto,Auto
2019-0040,1,2019-05-09,2019,5,9,12:45:00,12,Puan Y Santander,Calle,PUAN,0,Santander,Puan Y Santander,7,Point (101894.68493124 99164.78448252),-58.44263580,-34.63679732,Moto,Sd
2019-0041,1,2019-05-11,2019,5,11,20:30:00,20,"Alberdi, Juan Bautista Av. Y Andalgala",Avenida,"ALBERDI, JUAN BAUTISTA AV.",0,Andalgala,"Alberdi, Juan Bautista Av. Y Andalgala",9,Point (95590.61347415 96760.29404728),-58.51140289,-34.65846419,Auto,Multiple
2019-0042,1,2019-05-14,2019,5,14,15:00:00,15,Lima Y Constitucion,Calle,LIMA,0,Constitucion,Lima Y Constitucion,1,Point (107444.95821447 100509.15466740),-58.38211431,-34.62465368,Peaton,Pasajeros
2019-0043,1,2019-05-21,2019,5,21,09:00:00,9,"Cordoba Av. Y Madero, Eduardo Av.",Avenida,CORDOBA AV.,0,"Madero, Eduardo Av.","Cordoba Av. Y Madero, Eduardo Av.",1,Point (108602.89777103 103429.39485413),-58.36951669,-34.59832047,Bicicleta,Cargas
2019-0044,1,2019-05-27,2019,5,27,12:45:00,12,Boedo Av. 650,Avenida,BOEDO AV.,650,Nan,Boedo Av. 650,5,Point (104305.46011381 100986.83752228),-58.41635217,-34.62036547,Peaton,Moto
2019-0045,1,2019-06-03,2019,6,3,07:27:00,7,Del Libertador Av. Y Republica De La India,Avenida,DEL LIBERTADOR AV.,0,Republica De La India,Del Libertador Av. Y Republica De La India,14,Point (104600.49945984 105930.85721602),-58.41316147,-34.57579669,Moto,Cargas
2019-0046,1,2019-06-04,2019,6,4,09:00:00,9,Gral Paz Y Cabildo,Avenida,"PAZ, GRAL. AV.",0,Cabildo Av.,"Paz, Gral. Av. Y Cabildo Av.",13,Point (98817.74986778 110096.31367495),-58.47617802,-34.53825652,Moto,Auto
2019-0047,1,2019-06-06,2019,6,6,10:00:00,10,Caseros Av. 1700,Avenida,CASEROS AV.,1700,Nan,Caseros Av. 1700,4,Point (107049.58656184 99550.26208324),-58.38641783,-34.63330028,Peaton,Cargas
2019-0048,1,2019-06-07,2019,6,7,07:00:00,7,Avellaneda Av. 1548,Avenida,AVELLANEDA AV.,1548,Nan,Avellaneda Av. 1548,6,Point (100924.23883176 100986.01051740),-58.45322169,-34.62038137,Moto,Cargas
2019-0049,1,2019-06-08,2019,6,8,09:20:00,9,Ciudad De La Paz Y Mendoza,Calle,CIUDAD DE LA PAZ,0,Mendoza,Ciudad De La Paz Y Mendoza,13,Point (100441.31384072 107499.63270409),-58.45849057,-34.56166498,Peaton,Cargas
2019-0050,1,2019-06-08,2019,6,8,23:35:00,23,"Salguero, Jeronimo Y Honduras Av.",Avenida,"SALGUERO, JERONIMO",0,Honduras Av.,"Salguero, Jeronimo Y Honduras Av.",14,Point (104128.51577643 103898.77571857),-58.41829559,-34.59411677,Moto,Cargas
2019-0051,1,2019-06-11,2019,6,11,10:00:00,10,"Filiberto, Juan De Dios Y Olavarria",Calle,"FILIBERTO, JUAN DE DIOS",0,Olavarria,"Filiberto, Juan De Dios Y Olavarria",4,Point (109126.17010339 98991.49558123),-58.36376488,-34.63832093,Moto,Auto
2019-0053,1,2019-06-14,2019,6,14,17:20:00,17,Asturias Av. Y Castañares Av.,Avenida,ASTURIAS AV.,0,Casta?Ares Av.,Asturias Av. Y Castaã‘Ares Av.,8,Point (99896.72991309 96585.69018400),-58.46442668,-34.66004784,Auto,Auto
2019-0054,1,2019-06-20,2019,6,20,03:00:00,3,Gandara 2976,Calle,GANDARA,2976,Nan,Gandara 2976,15,Point (98264.06251394 104989.86881414),-58.48222035,-34.58428769,Moto,Objeto Fijo
2019-0055,1,2019-06-20,2019,6,20,19:45:00,19,"Guevara, Trinidad Y Madero, Eduardo Av.",Avenida,"GUEVARA, TRINIDAD",0,"Madero, Eduardo Av.","Guevara, Trinidad Y Madero, Eduardo Av.",1,Point (108724.12468316 102928.79394095),-58.36819005,-34.60283208,Moto,Pasajeros
2019-0056,1,2019-06-29,2019,6,29,17:16:00,17,Boyaca Av. 305,Avenida,BOYACA AV.,305,Nan,Boyaca Av. 305,7,Point (100414.85185956 100661.22751226),-58.45877601,-34.62330939,Peaton,Auto
2019-0057,1,2019-07-05,2019,7,5,19:00:00,19,Artilleros Y La Pampa,Calle,ARTILLEROS,0,La Pampa,Artilleros Y La Pampa,13,Point (101957.99726887 107949.81115534),-58.44196498,-34.55760517,Peaton,Auto
2019-0058,1,2019-07-10,2019,7,10,09:20:00,9,Autopista Perito Moreno Altura Paso A Nivel De Irigoyen,Autopista,AUTOPISTA PERITO MORENO,0,Nan,Autopista Perito Moreno E Irigoyen,10,Point (96064.06591151 99221.69236283),-58.50622631,-34.63627822,Moto,Pasajeros
2019-0059,1,2019-07-13,2019,7,13,22:35:00,22,15 De Noviembre De 1889 Y Santiago Del Estero,Calle,15 DE NOVIEMBRE DE 1889,0,Santiago Del Estero,15 De Noviembre De 1889 Y Santiago Del Estero,1,Point (107261.50953067 99806.16899068),-58.38410880,-34.63099197,Moto,Pasajeros
2019-0060,1,2019-07-17,2019,7,17,11:20:00,11,"Acosta, Mariano Av. Y Falcon, Ramon L., Cnel.",Avenida,"ACOSTA, MARIANO AV.",0,"Falcon, Ramon L.,Cnel.","Acosta, Mariano Av. Y Falcon, Ramon L.,Cnel.",10,Point (98376.49615363 99359.41534876),-58.48100602,-34.63504312,Peaton,Auto
2019-0061,1,2019-07-17,2019,7,17,18:40:00,18,11 De Septiembre De 1888 Y Mendoza,Calle,11 DE SEPTIEMBRE DE 1888,0,Mendoza,11 De Septiembre De 1888 Y Mendoza,13,Point (101036.85652575 107926.87651681),-58.45200171,-34.55781320,Peaton,Pasajeros
2019-0062,1,2019-08-01,2019,8,1,23:00:00,23,"Pino, Virrey Del Y Campos, Luis M. Av.",Avenida,"PINO, VIRREY DEL",0,"Campos, Luis M. Av.","Pino, Virrey Del Y Campos, Luis M. Av.",13,Point (101714.11981913 107461.10208167),-58.44462132,-34.56201105,Peaton,Pasajeros
2019-0063,1,2019-08-04,2019,8,4,01:30:00,1,Forest Av. Y Maure,Avenida,FOREST AV.,0,Maure,Forest Av. Y Maure,15,Point (101017.68913992 104676.11449993),-58.45220688,-34.58711712,Moto,Pasajeros
2019-0064,1,2019-08-06,2019,8,6,03:15:00,3,"Boyaca Av. Y Avellaneda Av,",Avenida,BOYACA AV.,0,Avellaneda Av.,Boyaca Av. Y Avellaneda Av.,7,Point (100337.26455822 100756.41076314),-58.45962210,-34.62245140,Moto,Auto
2019-0065,1,2019-08-08,2019,8,8,16:45:00,16,Barco Centenera Del Y Tilcara,Calle,BARCO CENTENERA DEL,0,Tilcara,Barco Centenera Del Y Tilcara,4,Point (103996.06089673 97239.27066069),-58.41970850,-34.65414867,Peaton,Pasajeros
2019-0066,1,2019-08-11,2019,8,11,21:15:00,21,Riestra Av. Y Bolivar,Avenida,RIESTRA AV.,0,Bolivar (No Oficial),Riestra Av. Y Bolivar (No Oficial),7,Point (101964.06573044 97768.88820027),-58.44187596,-34.64938031,Peaton,Auto
2019-0067,1,2019-08-14,2019,8,14,15:00:00,15,"Castro, Emilio 4706",Calle,"CASTRO, EMILIO",4706,Nan,"Castro, Emilio 4706",10,Point (97458.87181153 98502.45008355),-58.49101637,-34.64276621,Moto,Cargas
2019-0068,1,2019-08-14,2019,8,14,17:40:00,17,27 De Febrero Av. 5600,Avenida,27 DE FEBRERO AV.,5600,Nan,27 De Febrero Av. 5600,8,Point (103516.29283702 96305.80102228),-58.42493829,-34.66256502,Moto,Moto
2019-0069,1,2019-08-17,2019,8,17,05:25:00,5,"Garay, Juan De Av. 2874",Avenida,"GARAY, JUAN DE AV.",2874,Nan,"Garay, Juan De Av. 2874",4,Point (105355.77079994 99994.97457130),-58.40489318,-34.62930162,Moto,Auto
2019-0070,1,2019-08-22,2019,8,22,12:30:00,12,"Scalabrini Ortiz, Raul Av. Y Gorriti",Avenida,"SCALABRINI ORTIZ, RAUL AV.",0,Gorriti,"Scalabrini Ortiz, Raul Av. Y Gorriti",14,Point (103342.29763549 104114.07863350),-58.42686680,-34.59217875,Moto,Bicicleta
2019-0071,1,2019-08-27,2019,8,27,11:30:00,11,Primera Junta Y Olivera Av.,Avenida,PRIMERA JUNTA,0,Olivera Av.,Primera Junta Y Olivera Av.,9,Point (98504.80160700 97011.97752137),-58.47961100,-34.65620398,Peaton,Cargas
2019-0072,1,2019-08-28,2019,8,28,06:20:00,6,"Alberdi, Juan Bautista Av. Y Azul",Avenida,"ALBERDI, JUAN BAUTISTA AV.",0,Azul,"Alberdi, Juan Bautista Av. Y Azul",10,Point (98982.27543524 99337.43508034),-58.47439934,-34.63524207,Auto,Auto
2019-0073,1,2019-08-29,2019,8,29,01:50:00,1,Alvarez Thomas Av. 1788,Avenida,ALVAREZ THOMAS AV.,1788,Nan,Alvarez Thomas Av. 1788,15,Point (99649.53744486 105547.74929043),-58.46711912,-34.57926018,Auto,Objeto Fijo
2019-0074,1,2019-08-29,2019,8,29,09:00:00,9,"Lugones, Leopoldo Av. Y Paz, Gral. Av.",Autopista,"LUGONES, LEOPOLDO AV.",0,"Paz, Gral. Av.","Lugones, Leopoldo Av. Y Paz, Gral. Av.",13,Point (99830.29053639 110496.05308488),-58.46514781,-34.53465378,Moto,Cargas
2019-0075,1,2019-08-30,2019,8,30,23:20:00,23,San Antonio Y Lujan,Calle,SAN ANTONIO,0,Lujan,San Antonio Y Lujan,4,Point (108029.19662631 97048.95529785),-58.37571078,-34.65584079,Moto,Pasajeros
2019-0076,1,2019-09-05,2019,9,5,18:00:00,18,Autopista 1 Sur Presidente Arturo Frondizi Altura Don Pedro De Mendoza Av.,Autopista,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,0,Nan,Autopista 1 Sur Presidente Arturo Frondizi Y Don Pedro De Mendoza Av.,4,Point (108408.31866027 97219.56223456),-58.37157668,-34.65429986,Moto,Cargas
2019-0077,1,2019-09-08,2019,9,8,03:40:00,3,"Figueroa Alcorta, Pres. Av. Y Tagle",Avenida,"FIGUEROA ALCORTA, PRES. AV.",0,Tagle,"Figueroa Alcorta, Pres. Av. Y Tagle",14,Point (105980.99138544 105385.93253091),-58.39811256,-34.58070186,Peaton,Auto
2019-0078,1,2019-09-12,2019,9,12,08:25:00,8,"Einstein, Alberto Y Alcorta, Amancio Av.",Avenida,"EINSTEIN, ALBERTO",0,"Alcorta, Amancio Av.","Einstein, Alberto Y Alcorta, Amancio Av.",4,Point (104770.59856807 97235.72066953),-58.41125934,-34.65417740,Peaton,Cargas
2019-0079,1,2019-09-17,2019,9,17,05:30:00,5,Agrelo Y Colombres,Calle,AGRELO,0,Colombres,Agrelo Y Colombres,5,Point (104133.42235616 101175.18161468),-58.41822901,-34.61866836,Moto,Pasajeros
2019-0080,1,2019-09-17,2019,9,17,1900-01-04 18:40:00,18,"Cabildo Av. Y Paz, Gral. Av.",Avenida,CABILDO AV.,0,"Paz, Gral. Av.","Cabildo Av. Y Paz, Gral. Av.",13,Point (98817.74986778 110096.31367495),-58.47617802,-34.53825652,Peaton,Moto
2019-0081,1,2019-09-23,2019,9,23,16:00:00,16,Elcano Av. 4300,Avenida,ELCANO AV.,4300,Nan,Elcano Av. 4300,15,Point (100173.09831701 104773.73030321),-58.46141281,-34.58623761,Peaton,Pasajeros
2019-0082,1,2019-09-25,2019,9,25,07:45:00,7,"Rabanal, Francisco, Intendente Av. 2428",Avenida,"RABANAL, FRANCISCO, INTENDENTE AV.",2428,Nan,"Rabanal, Francisco, Intendente Av. 2428",8,Point (103065.99442998 96457.67469916),-58.42985146,-34.66119740,Bicicleta,Cargas
2019-0083,1,2019-09-26,2019,9,26,08:00:00,8,Monte Y Corvalan,Calle,MONTE,0,Corvalan,Monte Y Corvalan,9,Point (98049.89254647 96769.28504384),-58.48457413,-34.65839090,Auto,Auto
2019-0084,1,2019-09-27,2019,9,27,11:45:00,11,Tandil Y La Fuente,Calle,TANDIL,0,Lafuente,Tandil Y Lafuente,7,Point (99777.28948169 99222.14556838),-58.46572884,-34.63628186,Bicicleta,Cargas
2019-0085,1,2019-10-09,2019,10,9,22:18:00,22,Cardoso Y Bacacay,Calle,CARDOSO,0,Bacacay,Cardoso Y Bacacay,10,Point (97311.79828581 99453.65686299),-58.49261744,-34.63419130,Bicicleta,Tren
2019-0086,1,2019-10-15,2019,10,15,14:10:00,14,Corrientes Av. 6700,Avenida,CORRIENTES AV.,6700,Nan,Corrientes Av. 6700,15,Point (100960.33601283 104532.07598431),-58.45283186,-34.58841560,Moto,Pasajeros
2019-0087,1,2019-10-21,2019,10,21,21:00:00,21,Alvarez Thomas Av. Y Mendoza,Avenida,ALVAREZ THOMAS AV.,0,Mendoza,Alvarez Thomas Av. Y Mendoza,12,Point (98491.73236150 106110.45743791),-58.47973681,-34.57418656,Moto,Moto
2019-0088,1,2019-10-22,2019,10,22,20:00:00,20,"Alcorta, Amancio Av. Y Bonavena, Oscar Natalio",Avenida,"ALCORTA, AMANCIO AV.",0,"Bonavena, Oscar Natalio","Alcorta, Amancio Av. Y Bonavena, Oscar Natalio",4,Point (105230.98315750 97613.97258373),-58.40623949,-34.65076549,Peaton,Pasajeros
2019-0089,1,2019-10-23,2019,10,23,15:45:00,15,"Brown, Alte. Av. Y Blanes, Juan Manuel",Avenida,"BROWN, ALTE. AV.",0,"Blanes, Juan Manuel","Brown, Alte. Av. Y Blanes, Juan Manuel",4,Point (109247.85081573 99794.76658137),-58.36244648,-34.63107887,Peaton,Cargas
2019-0090,1,2019-10-24,2019,10,24,18:26:00,18,"Alberdi, Juan Bautista Av. 5455",Avenida,"ALBERDI, JUAN BAUTISTA AV.",5455,Nan,"Alberdi, Juan Bautista Av. 5455",9,Point (96669.91669285 97846.12432372),-58.49962423,-34.64868027,Peaton,Moto
2019-0091,1,2019-11-01,2019,11,1,20:50:00,20,"Justo, Juan B. Av. Y Camargo",Avenida,"JUSTO, JUAN B. AV.",0,Camargo,"Justo, Juan B. Av. Y Camargo",15,Point (101631.52816900 103735.20218464),-58.44551437,-34.59559816,Peaton,Pasajeros
2019-0092,1,2019-11-03,2019,11,3,10:30:00,10,"Brin, Ministro Y Suarez",Calle,"BRIN, MINISTRO",0,Suarez,"Brin, Ministro Y Suarez",4,Point (109831.09861352 99447.57530396),-58.35608181,-34.63420319,Peaton,Pasajeros
2019-0093,1,2019-11-13,2019,11,13,11:50:00,11,"Niza Y Justo, Juan B. Av.",Avenida,NIZA,0,"Justo, Juan B. Av.","Niza Y Justo, Juan B. Av.",11,Point (99859.01807773 102240.12407554),-58.46483679,-34.60907662,Bicicleta,Otro
2019-0094,1,2019-11-18,2019,11,18,14:00:00,14,Camargo Y Serrano,Calle,CAMARGO,0,Serrano,Camargo Y Serrano,15,Point (101799.19412891 103552.67600212),-58.44368628,-34.59724326,Moto,Otro
2019-0095,1,2019-11-20,2019,11,20,15:30:00,15,Autopista 1 Sur Presidente Arturo Frondizi Altura Caseros Av.,Autopista,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,0,Nan,Autopista 1 Sur Presidente Arturo Frondizi Y Caseros Av.,1,Point (107762.62066755 100018.90176184),-58.37864583,-34.62907067,Moto,Cargas
2019-0096,1,2019-11-22,2019,11,22,19:33:00,19,Caseros Av. Y Piedras,Avenida,CASEROS AV.,0,Piedras,Caseros Av. Y Piedras,1,Point (108041.76772318 100219.10582069),-58.37560352,-34.62726382,Peaton,Pasajeros
2019-0097,1,2019-11-25,2019,11,25,08:50:00,8,"Autopista Perito Moreno Km 5,6",Autopista,AUTOPISTA PERITO MORENO,0,Nan,Autopista Perito Moreno Km. 5.6,9,Point (98724.36593359 97905.39654686),-58.47721439,-34.64815069,Moto,Multiple
2019-0098,1,2019-11-25,2019,11,25,14:00:00,14,Guzman 365,Avenida,GUZMAN,365,Nan,Guzman 365,15,Point (101097.15913487 104373.72916577),-58.45134029,-34.58984288,Pasajeros,Pasajeros
2019-0100,1,2019-12-05,2019,12,5,17:30:00,17,De Los Constituyentes Av. 4300,Avenida,DE LOS CONSTITUYENTES AV.,4300,Nan,De Los Constituyentes Av. 4300,12,Point (97512.85370485 105056.21473822),-58.49040794,-34.58368803,Moto,Auto
2019-0101,1,2019-12-17,2019,12,17,04:20:00,4,"Moreno, Perito Av. Y Tilcara Av.",Avenida,"MORENO, PERITO AV.",0,Tilcara Av.,"Moreno, Perito Av. Y Tilcara Av.",4,Point (103875.40694167 97709.33732832),-58.42102679,-34.64991178,Moto,Moto
2019-0102,1,2019-12-17,2019,12,17,14:30:00,14,"Ibarrola Y Gordillo, Timoteo",Calle,IBARROLA,0,"Gordillo, Timoteo","Ibarrola Y Gordillo, Timoteo",9,Point (94600.31582329 98648.40911008),-58.52219407,-34.64143926,Moto,Auto
2019-0103,1,2019-12-18,2019,12,18,SD,11,"Paz, Gral. Av. Y Griveo",Avenida,"PAZ, GRAL. AV.",0,Griveo,"Paz, Gral. Av. Y Griveo",11,Point (94643.11254058 103831.57115061),-58.52169422,-34.59471640,Moto,Moto
2019-0104,1,2019-12-21,2019,12,21,04:25:00,4,Rivadavia Av. Y Pergamino,Avenida,RIVADAVIA AV.,0,Pergamino,Rivadavia Av. Y Pergamino,10,Point (98963.45381519 99690.23941640),-58.47460416,-34.63206174,Moto,Auto
2019-0105,1,2019-05-05,2019,5,5,11:00:00,11,Santo Tome Y Segurola Av.,Avenida,SANTO TOME,0,Segurola Av.,Santo Tome Y Segurola Av.,10,Point (96164.17004077 101559.58637156),-58.50512382,-34.61520391,Peaton,Auto
2020-0001,1,2020-01-04,2020,1,4,10:40:00,10,Uriarte Y Loyola,Calle,URIARTE,0,Loyola,Uriarte Y Loyola,15,Point (102219.66522967 104119.42339682),-58.43910409,-34.59213355,Peaton,Auto
2020-0002,1,2020-01-05,2020,1,5,20:00:00,20,Saraza Y Varela Av.,Avenida,SARAZA,0,Varela Av.,Saraza Y Varela Av.,7,Point (101201.50959665 98092.52358781),-58.45019436,-34.64646409,Moto,Objeto Fijo
2020-0003,1,2020-01-11,2020,1,11,06:00:00,6,Rivadavia Av. Y Combate De Los Pozos,Avenida,RIVADAVIA AV.,0,Combate De Los Pozos,Rivadavia Av. Y Combate De Los Pozos,3,Point (106413.35913221 102215.84332055),-58.39337644,-34.60927582,Peaton,Auto
2020-0004,1,2020-01-14,2020,1,14,21:40:00,21,Rodriguez Peña Y Rivadavia Av.,Avenida,RODRIGUEZ PE?A,0,Rivadavia Av.,Rodriguez Peã‘A Y Rivadavia Av.,1,Point (106672.04348602 102224.86809233),-58.39055614,-34.60919284,Peaton,Pasajeros
2020-0005,1,2020-01-14,2020,1,14,06:00:00,6,24 De Noviembre Y San Juan Av.,Avenida,24 DE NOVIEMBRE,0,San Juan Av.,24 De Noviembre Y San Juan Av.,3,Point (104853.84131654 100497.93573387),-58.41036975,-34.62477021,Moto,Pasajeros
2020-0006,1,2020-01-20,2020,1,20,12:55:00,12,Lafuente Av. 2250,Avenida,LAFUENTE AV.,2250,Nan,Lafuente Av. 2250,8,Point (101287.27262066 97242.60480808),-58.44925765,-34.65412546,Moto,Cargas
2020-0007,1,2020-01-27,2020,1,27,00:37:00,0,Chile Y Lima ,Calle,CHILE,0,Lima,Chile Y Lima,1,Point (107495.74012081 101415.07897373),-58.38156850,-34.61648696,Peaton,Moto
2020-0008,1,2020-01-30,2020,1,30,07:10:00,7,Cordoba Av. Y Jean Jaures,Avenida,CORDOBA AV.,0,"Jaures, Jean","Cordoba Av. Y Jaures, Jean",2,Point (105198.52795163 103462.44828321),-58.40662899,-34.59804521,Moto,Cargas
2020-0009,1,2020-02-04,2020,2,4,14:50:00,14,"Peron, Juan Domingo, Tte. General Y Salguero, Jeronimo",Calle,"PERON, JUAN DOMINGO, TTE. GENERAL",0,"Salguero, Jeronimo","Peron, Juan Domingo, Tte. General Y Salguero, Jeronimo",5,Point (103984.76403716 102579.64869142),-58.41985649,-34.60600850,Peaton,Auto
2020-0010,1,2020-02-08,2020,2,8,05:45:00,5,9 De Julio Av. Y San Juan Av.,Avenida,9 DE JULIO AV.,0,San Juan Av.,9 De Julio Av. Y San Juan Av.,1,Point (107547.52290950 100786.86705692),-58.38099833,-34.62214953,Moto,Objeto Fijo
2020-0011,1,2020-02-12,2020,2,12,11:29:00,11,Colombres 466,Calle,COLOMBRES,466,Nan,Colombres 466,5,Point (104151.41161599 101223.60584703),-58.41803309,-34.61823178,Moto,Cargas
2020-0012,1,2020-02-18,2020,2,18,21:00:00,21,Mexico 2860,Calle,MEXICO,2860,Nan,Mexico 2860,3,Point (105251.32172099 101267.01010190),-58.40604003,-34.61783553,Peaton,Moto
2020-0013,1,2020-02-20,2020,2,20,12:00:00,12,Combatientes De Malvinas Av. Y Triunvitaro Av.,Avenida,COMBATIENTES DE MALVINAS AV.,0,Triunvirato Av.,Combatientes De Malvinas Av. Y Triunvirato Av.,15,Point (98880.64164625 105472.20084776),-58.47549929,-34.57994061,Peaton,Moto
2020-0014,1,2020-02-27,2020,2,27,02:14:00,2,Bermudez Y Nogoya,Calle,BERMUDEZ,0,Nogoya,Bermudez Y Nogoya,11,Point (95351.54075716 101470.48982187),-58.51398484,-34.61600366,Moto,Pasajeros
2020-0015,1,2020-02-28,2020,2,28,14:30:00,14,Brasil Av. Y Paseo Colon Av.,Avenida,BRASIL AV.,0,Paseo Colon Av.,Brasil Av. Y Paseo Colon Av.,1,Point (108741.48238670 100448.08502809),-58.36797542,-34.62519403,Moto,Pasajeros
2020-0016,1,2020-02-29,2020,2,29,13:00:00,13,"Alem,Leandro N. Av. 770",Avenida,"ALEM, LEANDRO N. AV.",770,Nan,"Alem, Leandro N. Av. 770",1,Point (108435.94625268 103377.11105009),-58.37133616,-34.59879316,Peaton,Pasajeros
2020-0017,1,2020-03-05,2020,3,5,23:00:00,23,Belgrano Av. Y Rincon,Avenida,BELGRANO AV.,0,Rincon,Belgrano Av. Y Rincon,3,Point (106159.7089575 101676.89316862),-58.39613805,-34.61413568,Peaton,Auto
2020-0018,1,2020-03-09,2020,3,9,14:00:00,14,"Udaondo, Guillermo Av. 901",Avenida,"UDAONDO, GUILLERMO AV.",901,Nan,"Udaondo, Guillermo Av. 901",13,Point (101309.75947342 109680.73260642),-58.44903073,-34.54200276,Moto,Objeto Fijo
2020-0019,1,2020-03-10,2020,3,10,21:00:00,21,Constitucion Y Castro,Calle,CONSTITUCION,0,Castro,Constitucion Y Castro,5,Point (103995.88773205 100088.27591278),-58.41972364,-34.62846670,Peaton,Auto
2020-0020,1,2020-03-13,2020,3,13,17:30:00,17,"Pueyrredon Av. Y Gomez, Valentin",Avenida,PUEYRREDON AV.,0,"Gomez, Valentin","Pueyrredon Av. Y Gomez, Valentin",3,Point (105281.81064188 102627.51469425),-58.40571596,-34.60557123,Peaton,Moto
2020-0021,1,2020-03-14,2020,3,14,16:50:00,16,"Bravo, Mario 1279",Calle,"BRAVO, MARIO",1279,Nan,"Bravo, Mario 1279",2,Point (104475.21054309 103813.59469342),-58.41451590,-34.59488319,Peaton,Auto
2020-0022,1,2020-04-07,2020,4,7,06:15:00,6,"Dellepiane, Luis, Tte. Gral. Y Escalada Av.",Autopista,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,0,Escalada Av.,Autopista Dellepiane Luis Tte. Gral. Y Escalada Av.,9,Point (99113.17852207 96319.06728520),-58.47297505,-34.66245085,Auto,Cargas
2020-0023,1,2020-04-09,2020,4,9,18:42:00,18,"Araoz De Lamadrid, Gregorio, Gral. Y Brown, Alte. Av.",Avenida,"ARAOZ DE LAMADRID, GREGORIO, GRAL.",0,"Brown, Alte. Av.","Araoz De Lamadrid, Gregorio, Gral. Y Brown, Alte. Av.",4,Point (109662.97469484 99142.83907419),-58.35791192,-34.63695178,Auto,Cargas
2020-0024,1,2020-04-24,2020,4,24,07:58:00,7,Murguiondo 1339,Calle,MURGUIONDO,1339,Nan,Murguiondo 1339,9,Point (95900.63845367 97502.71514770),-58.50801713,-34.65177305,Auto,Auto
2020-0025,1,2020-05-12,2020,5,12,05:35:00,5,Rivadavia Av. 2551,Avenida,RIVADAVIA AV.,2551,Nan,Rivadavia Av. 2551,3,Point (105568.73999229 102163.66359236),-58.40258477,-34.60975108,Peaton,Auto
2020-0026,1,2020-05-17,2020,5,17,06:40:00,6,"Lugones, Leopoldo Av. Km 6,1",Autopista,"LUGONES, LEOPOLDO AV.",0,Nan,Nan,14,"Point(0, 0)",.,0,Moto,Objeto Fijo
2020-0027,1,2020-05-18,2020,5,18,08:00:00,8,"Dellepiane, Luis, Tte. Gral. Y Montiel",Avenida,"DELLEPIANE, LUIS, TTE. GRAL.",0,Montiel,"Dellepiane, Luis, Tte. Gral. Y Montiel",8,Point (98224.62123059 93867.97738800),-58.48267426,-34.68454456,Peaton,Cargas
